端末推定,from_time,to_time,from_generation,to_generation,from_blob_kind,to_blob_kind,from_sqlite_open,to_sqlite_open,same_size,same_sha256_full,same_header,size_delta,transition
iPhone11,2026-01-03 00:00:00,2026-01-27 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\2026-01-03-212645  1f_fa,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-27\2026-01-27-234425  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-4145152,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
iPhone11,2026-01-27 00:00:00,2026-01-28 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-27\2026-01-27-234425  00_ff,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-28\2026-01-28-084437  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,3825664,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
iPhone11,2026-01-28 00:00:00,2026-01-28 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-28\2026-01-28-084437  00_ff,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-28\2026-01-28-120331  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,229376,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-01 00:00:00,2026-01-01 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\- 2026-01-01  (1f_fa-00_ff) -,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\- 2026-01-01-081231  1f_fa -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-01 00:00:00,2026-01-01 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\- 2026-01-01-081231  1f_fa -,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-065430  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,421888,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-01 00:00:00,2026-01-01 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-065430  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-075916  0c_fa,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-430080,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-01 00:00:00,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-075916  0c_fa,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114100  (0a_fd-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,86016,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-11 00:00:00,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114100  (0a_fd-00_ff) -,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114145  0a_fd -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-11 00:00:00,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114145  0a_fd -,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-050832  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,344064,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-11 00:00:00,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-050832  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-110631  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-385024,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-11 00:00:00,2026-01-19 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-110631  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-19\Internet_Cafe\2026-01-19-080119  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-368640,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-01-19 00:00:00,2026-02-12 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-19\Internet_Cafe\2026-01-19-080119  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-001128  00_ff,OPAQUE_HIGH_ENTROPY,SQLITE_HEADER,NO,YES,NO,NO,NO,-4882448,OPAQUE_HIGH_ENTROPY->SQLITE_HEADER
mini1,2026-02-12 00:00:00,2026-02-12 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-001128  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-113949  00_ff,SQLITE_HEADER,OPAQUE_HIGH_ENTROPY,YES,NO,NO,NO,NO,5881872,SQLITE_HEADER->OPAQUE_HIGH_ENTROPY
mini1,2026-02-12 00:00:00,2026-02-13 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-113949  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-035117  00_ff,OPAQUE_HIGH_ENTROPY,SQLITE_HEADER,NO,YES,NO,NO,NO,-5615632,OPAQUE_HIGH_ENTROPY->SQLITE_HEADER
mini1,2026-02-13 00:00:00,2026-02-13 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-035117  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-040555  00_ff,SQLITE_HEADER,SQLITE_HEADER,YES,YES,NO,NO,NO,-151552,SQLITE_HEADER->SQLITE_HEADER
mini1,2026-02-13 00:00:00,2026-02-14 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-040555  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-091409  00_ff,SQLITE_HEADER,SQLITE_HEADER,YES,YES,NO,NO,NO,-684032,SQLITE_HEADER->SQLITE_HEADER
mini1,2026-02-14 00:00:00,2026-02-14 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-091409  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-142935  00_ff,SQLITE_HEADER,OPAQUE_HIGH_ENTROPY,YES,NO,NO,NO,NO,5804048,SQLITE_HEADER->OPAQUE_HIGH_ENTROPY
mini1,2026-02-14 00:00:00,2026-02-14 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-142935  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-160321  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-40960,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-14 00:00:00,2026-02-15 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-160321  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-15\My_PC\2026-02-15-005034  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,303104,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-15 00:00:00,2026-02-16 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-15\My_PC\2026-02-15-005034  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-002509  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-397312,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-16 00:00:00,2026-02-16 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-002509  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-005933  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,32768,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-16 00:00:00,2026-02-17 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-005933  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-17\2026-02-17-055505  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-593920,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-17 00:00:00,2026-02-18 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-17\2026-02-17-055505  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  00_ff -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,40960,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-18 00:00:00,2026-02-18 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  00_ff -,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  解析済み -\2026-02-18-182906,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-18 00:00:00,2026-02-18 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  解析済み -\2026-02-18-182906,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\2026-02-18-200323  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-327680,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini1,2026-02-18 00:00:00,2026-02-22 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\2026-02-18-200323  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-002731  00_ff,OPAQUE_HIGH_ENTROPY,SQLITE_HEADER,NO,YES,NO,NO,NO,-5189648,OPAQUE_HIGH_ENTROPY->SQLITE_HEADER
mini1,2026-02-22 00:00:00,2026-02-22 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-002731  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-111437  00_ff,SQLITE_HEADER,SQLITE_HEADER,YES,YES,NO,NO,NO,-4096,SQLITE_HEADER->SQLITE_HEADER
mini1,2026-02-22 00:00:00,2026-03-03 01:14:04,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-111437  00_ff,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-03-03-011404  no,SQLITE_HEADER,SQLITE_HEADER,YES,YES,NO,NO,NO,1200128,SQLITE_HEADER->SQLITE_HEADER
mini2,2025-12-25 00:00:00,2025-12-26 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-25\2025-12-25-190914  00_ff,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-25  (0d_fd-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,884736,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2025-12-26 00:00:00,2025-12-26 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-25  (0d_fd-00_ff) -,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-26-115517  0d_fd -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2025-12-26 00:00:00,2025-12-26 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-26-115517  0d_fd -,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\2025-12-26-035746  2b_fa,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-4096,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2025-12-26 00:00:00,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\2025-12-26-035746  2b_fa,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-165734  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-380928,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2026-01-02 00:00:00,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-165734  00_ff,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-170556  01_fe,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,794624,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2026-01-02 00:00:00,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-170556  01_fe,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-175159  0f_fa,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-28672,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2026-01-02 00:00:00,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-175159  0f_fa,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-180439  02_fa,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,40960,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2026-01-02 00:00:00,2026-01-03 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-180439  02_fa,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03  (0e_fd-00_ff),OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-110592,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2026-01-03 00:00:00,2026-01-03 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03  (0e_fd-00_ff),H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03-051650  0e_fd,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2026-01-03 00:00:00,2026-01-12 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03-051650  0e_fd,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-12\2026-01-12-014900  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-24125440,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
mini2,2026-01-12 00:00:00,2026-01-12 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-12\2026-01-12-014900  00_ff,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-12\2026-01-12-031000  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-73728,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
